Release_date=2017-03-01
Gene	Domaine	Start	End	Accession
NLE1_CCDS11291.1	WD40	236	272	PF00400.31
NLE1_CCDS11291.1	WD40	363	400	PF00400.31
NLE1_CCDS11291.1	WD40	404	442	PF00400.31
NLE1_CCDS11291.1	WD40	451	483	PF00400.31
NLE1_CCDS11291.1	NLE	18	77	PF08154.11
UNC45B_CCDS11292.1	UNC45-central	299	489	PF11701.7
SLC35G3_CCDS11293.1	EamA	44	173	PF00892.19
SLFN11_CCDS11294.1	AlbA_2	209	279	PF04326.13
SLFN11_CCDS11294.1	DUF2075	595	675	PF09848.8
SLFN12_CCDS11295.1	AlbA_2	200	314	PF04326.13
PEX12_CCDS11296.1	Pex2_Pex12	26	267	PF04757.13
RASL10B_CCDS11297.1	Ras	7	177	PF00071.21
GAS2L2_CCDS11298.1	GAS2	206	274	PF02187.16
GAS2L2_CCDS11298.1	CH	33	157	PF00307.30
CCL5_CCDS11300.1	IL8	32	88	PF00048.19
RDM1_CCDS11301.1	RRM_1	32	88	PF00076.21
LYZL6_CCDS11302.1	Lys	22	141	PF00062.19
CCL16_CCDS11303.1	IL8	35	89	PF00048.19
CCL15_CCDS11304.1	IL8	52	108	PF00048.19
CCL23_CCDS11305.1	IL8	70	125	PF00048.19
CCL3_CCDS11307.1	IL8	32	88	PF00048.19
CCL4_CCDS11308.1	IL8	33	88	PF00048.19
TBC1D3C_CCDS11309.2	RabGAP-TBC	105	312	PF00566.17
ZNHIT3_CCDS11312.1	zf-HIT	9	36	PF04438.15
PIGW_CCDS11313.1	GWT1	301	463	PF06423.11
DHRS11_CCDS11315.2	adh_short	13	211	PF00106.24
LHX1_CCDS11316.1	LIM	4	58	PF00412.21
LHX1_CCDS11316.1	LIM	63	120	PF00412.21
LHX1_CCDS11316.1	Homeobox	181	237	PF00046.28
ACACA_CCDS11317.1	Biotin_carb_C	508	615	PF02785.18
ACACA_CCDS11317.1	CPSase_L_D2	288	471	PF02786.16
ACACA_CCDS11317.1	Carboxyl_trans	1669	2222	PF01039.21
ACACA_CCDS11317.1	Biotin_lipoyl	753	818	PF00364.21
ACACA_CCDS11317.1	Biotin_carb_N	118	237	PF00289.21
ACACA_CCDS11317.1	ACC_central	819	1569	PF08326.11
ACACA_CCDS11318.1	Biotin_carb_C	450	557	PF02785.18
ACACA_CCDS11318.1	CPSase_L_D2	230	413	PF02786.16
ACACA_CCDS11318.1	Carboxyl_trans	1611	2164	PF01039.21
ACACA_CCDS11318.1	Biotin_lipoyl	695	760	PF00364.21
ACACA_CCDS11318.1	Biotin_carb_N	60	179	PF00289.21
ACACA_CCDS11318.1	ACC_central	761	1511	PF08326.11
TADA2A_CCDS11319.1	SWIRM	374	440	PF04433.16
TADA2A_CCDS11319.1	Myb_DNA-binding	74	117	PF00249.30
DUSP14_CCDS11320.1	DSPc	34	164	PF00782.19
DDX52_CCDS11323.1	Helicase_C	399	507	PF00271.30
DDX52_CCDS11323.1	DEAD	189	361	PF00270.28
HNF1B_CCDS11324.1	HNF-1B_C	314	550	PF04812.12
HNF1B_CCDS11324.1	Homeobox	232	305	PF00046.28
HNF1B_CCDS11324.1	HNF-1_N	8	174	PF04814.12
MRPL45_CCDS11326.1	Tim44	120	263	PF04280.14
MLLT6_CCDS11327.1	zf-HC5HC2H_2	64	180	PF13832.5
MLLT6_CCDS11327.1	PHD_2	20	55	PF13831.5
PSMB3_CCDS11328.1	Proteasome	7	190	PF00227.25
PIP4K2B_CCDS11329.1	PIP5K	130	414	PF01504.17
RPL23_CCDS11330.1	Ribosomal_L14	22	139	PF00238.18
LASP1_CCDS11331.1	LIM	5	59	PF00412.21
LASP1_CCDS11331.1	SH3_9	209	259	PF14604.5
LASP1_CCDS11331.1	Nebulin	67	95	PF00880.17
LASP1_CCDS11331.1	Nebulin	103	129	PF00880.17
PLXDC1_CCDS11333.1	PSI	303	347	PF01437.24
CACNB1_CCDS11334.1	Guanylate_kin	273	453	PF00625.20
CACNB1_CCDS11334.1	VGCC_beta4Aa_N	58	99	PF12052.7
STAC2_CCDS11335.1	STAC2_u1	167	295	PF16664.4
STAC2_CCDS11335.1	C1_1	111	157	PF00130.21
STAC2_CCDS11335.1	SH3_9	299	347	PF14604.5
MED1_CCDS11336.1	Med1	60	426	PF10744.8
CDK12_CCDS11337.1	Pkinase	729	1020	PF00069.24
NEUROD2_CCDS11338.1	HLH	122	171	PF00010.25
NEUROD2_CCDS11338.1	Neuro_bHLH	180	310	PF12533.7
PPP1R1B_CCDS11339.1	DARPP-32	2	151	PF05395.11
PPP1R1B_CCDS11340.1	DARPP-32	1	115	PF05395.11
STARD3_CCDS11341.1	START	241	442	PF01852.18
STARD3_CCDS11341.1	MENTAL	47	213	PF10457.8
TCAP_CCDS11342.1	Telethonin	4	167	PF09470.9
PNMT_CCDS11343.1	NNMT_PNMT_TEMT	15	279	PF01234.16
MIEN1_CCDS11344.1	Rdx	24	94	PF10262.8
GRB7_CCDS11345.1	PH	231	334	PF00169.28
GRB7_CCDS11345.1	SH2	431	512	PF00017.23
GRB7_CCDS11345.1	BPS	365	412	PF08947.9
GRB7_CCDS11345.1	RA	101	184	PF00788.22
IKZF3_CCDS11346.1	zf-C2H2	146	168	PF00096.25
IKZF3_CCDS11346.1	zf-C2H2	202	221	PF00096.25
IKZF3_CCDS11347.1	zf-C2H2	146	165	PF00096.25
IKZF3_CCDS11348.1	zf-C2H2	146	168	PF00096.25
IKZF3_CCDS11349.1	zf-C2H2	146	168	PF00096.25
IKZF3_CCDS11349.1	zf-C2H2	202	221	PF00096.25
IKZF3_CCDS11351.1	zf-C2H2	146	168	PF00096.25
ZPBP2_CCDS11352.1	Sp38	150	327	PF07354.11
ZPBP2_CCDS11353.2	Sp38	128	305	PF07354.11
GSDMB_CCDS11354.1	Gasdermin	5	218	PF04598.11
GSDMB_CCDS11354.1	Gasdermin	226	354	PF04598.11
ORMDL3_CCDS11355.1	ORMDL	11	146	PF04061.13
PSMD3_CCDS11356.1	PCI	359	461	PF01399.26
PSMD3_CCDS11356.1	Rpn3_C	465	531	PF08375.10
CSF3_CCDS11357.1	GCSF	51	202	PF16647.4
CSF3_CCDS11358.2	GCSF	68	166	PF16647.4
MED24_CCDS11359.1	Med24_N	1	987	PF11277.7
THRA_CCDS11360.1	zf-C4	52	121	PF00105.17
THRA_CCDS11360.1	Hormone_recep	215	356	PF00104.29
NR1D1_CCDS11361.1	zf-C4	131	200	PF00105.17
NR1D1_CCDS11361.1	Hormone_recep	438	610	PF00104.29
CASC3_CCDS11362.1	Btz	144	248	PF09405.9
RAPGEFL1_CCDS11363.1	RasGEF	221	397	PF00617.18
WIPF2_CCDS11364.1	WH2	36	60	PF02205.19
CDC6_CCDS11365.1	Cdc6_C	466	544	PF09079.10
CDC6_CCDS11365.1	AAA_22	193	316	PF13401.5
RARA_CCDS11366.1	zf-C4	87	155	PF00105.17
RARA_CCDS11366.1	Hormone_recep	228	398	PF00104.29
IGFBP4_CCDS11367.1	Thyroglobulin_1	174	249	PF00086.17
IGFBP4_CCDS11367.1	IGFBP	27	80	PF00219.17
TNS4_CCDS11368.1	PTB	582	705	PF08416.12
TNS4_CCDS11368.1	SH2	449	538	PF00017.23
CCR7_CCDS11369.1	7tm_1	75	326	PF00001.20
SMARCE1_CCDS11370.1	HMG_box	66	133	PF00505.18
KRT222_CCDS11371.1	Filament	2	149	PF00038.20
KRT24_CCDS11372.1	Filament	140	452	PF00038.20
KRT25_CCDS11373.1	Filament	78	391	PF00038.20
KRT26_CCDS11374.1	Filament	82	396	PF00038.20
KRT27_CCDS11375.1	Filament	83	396	PF00038.20
KRT28_CCDS11376.1	Filament	85	398	PF00038.20
KRT10_CCDS11377.1	Filament	145	457	PF00038.20
KRT12_CCDS11378.1	Filament	124	437	PF00038.20
KRT20_CCDS11379.1	Filament	69	379	PF00038.20
KRT23_CCDS11380.1	Filament	71	379	PF00038.20
KRT39_CCDS11382.1	Filament	95	404	PF00038.20
KRTAP4-4_CCDS11383.1	Keratin_B2_2	5	48	PF13885.5
KRTAP4-4_CCDS11383.1	Keratin_B2_2	55	98	PF13885.5
KRTAP4-4_CCDS11383.1	Keratin_B2_2	126	166	PF13885.5
KRTAP4-2_CCDS11384.1	Keratin_B2_2	3	32	PF13885.5
KRTAP4-2_CCDS11384.1	Keratin_B2_2	55	99	PF13885.5
KRTAP9-3_CCDS11385.1	Keratin_B2_2	4	46	PF13885.5
KRTAP9-3_CCDS11385.1	Keratin_B2_2	66	109	PF13885.5
KRTAP9-3_CCDS11385.1	Keratin_B2_2	129	159	PF13885.5
KRTAP9-4_CCDS11386.1	Keratin_B2_2	2	34	PF13885.5
KRTAP9-4_CCDS11386.1	Keratin_B2_2	66	109	PF13885.5
KRTAP9-4_CCDS11386.1	Keratin_B2_2	116	154	PF13885.5
KRT33A_CCDS11388.1	Filament	55	366	PF00038.20
KRT33B_CCDS11389.1	Filament	55	366	PF00038.20
KRT34_CCDS11390.1	Filament	97	408	PF00038.20
KRT31_CCDS11391.1	Filament	55	365	PF00038.20
KRT38_CCDS11392.1	Filament	104	414	PF00038.20
KRT32_CCDS11393.1	Filament	95	406	PF00038.20
KRT35_CCDS11394.2	Filament	96	406	PF00038.20
KRT36_CCDS11395.1	Filament	92	403	PF00038.20
KRT13_CCDS11396.1	Filament	103	414	PF00038.20
KRT13_CCDS11397.1	Filament	103	414	PF00038.20
KRT15_CCDS11398.1	Filament	104	415	PF00038.20
KRT19_CCDS11399.1	Filament	79	389	PF00038.20
KRT14_CCDS11400.1	Filament	114	424	PF00038.20
KRT16_CCDS11401.1	Filament	116	426	PF00038.20
KRT17_CCDS11402.1	Filament	84	393	PF00038.20
EIF1_CCDS11403.1	SUI1	29	101	PF01253.21
GAST_CCDS11404.1	Gastrin	87	99	PF00918.16
HAP1_CCDS11406.1	HAP1_N	109	437	PF04849.12
JUP_CCDS11407.1	Arm	220	253	PF00514.22
JUP_CCDS11407.1	Arm	342	380	PF00514.22
JUP_CCDS11407.1	Arm	574	612	PF00514.22
FKBP10_CCDS11409.1	EF-hand_5	505	525	PF13202.5
FKBP10_CCDS11409.1	EF-hand_5	548	568	PF13202.5
FKBP10_CCDS11409.1	FKBP_C	56	147	PF00254.27
FKBP10_CCDS11409.1	FKBP_C	168	259	PF00254.27
FKBP10_CCDS11409.1	FKBP_C	282	371	PF00254.27
FKBP10_CCDS11409.1	FKBP_C	394	483	PF00254.27
NT5C3B_CCDS11410.2	UMPH-1	44	288	PF05822.11
KLHL11_CCDS11411.1	BACK	205	306	PF07707.14
KLHL11_CCDS11411.1	BTB	85	199	PF00651.30
KLHL11_CCDS11411.1	Kelch_1	445	486	PF01344.24
ACLY_CCDS11412.1	Citrate_synt	888	1081	PF00285.20
ACLY_CCDS11412.1	Ligase_CoA	660	784	PF00549.18
ACLY_CCDS11412.1	CoA_binding	496	600	PF02629.18
ACLY_CCDS11412.1	Citrate_bind	244	420	PF16114.4
ACLY_CCDS11413.1	Citrate_synt	878	1071	PF00285.20
ACLY_CCDS11413.1	Ligase_CoA	650	774	PF00549.18
ACLY_CCDS11413.1	CoA_binding	486	590	PF02629.18
ACLY_CCDS11413.1	Citrate_bind	244	420	PF16114.4
CNP_CCDS11414.2	CNPase	186	420	PF05881.11
CNP_CCDS11414.2	AAA_33	52	156	PF13671.5
NKIRAS2_CCDS11415.1	Ras	6	169	PF00071.21
DHX58_CCDS11416.1	RIG-I_C-RD	552	667	PF11648.7
DHX58_CCDS11416.1	Helicase_C	351	473	PF00271.30
DHX58_CCDS11416.1	ResIII	1	170	PF04851.14
KAT2A_CCDS11417.1	Bromodomain	737	818	PF00439.24
KAT2A_CCDS11417.1	Acetyltransf_1	543	627	PF00583.24
KAT2A_CCDS11417.1	PCAF_N	86	336	PF06466.10
HSPB9_CCDS11418.1	HSP20	50	127	PF00011.20
RAB5C_CCDS11419.1	Ras	23	182	PF00071.21
KCNH4_CCDS11420.1	Ion_trans	227	485	PF00520.30
KCNH4_CCDS11420.1	PAS_9	39	135	PF13426.6
HCRT_CCDS11421.1	Orexin	1	130	PF02072.14
GHDC_CCDS11422.1	GH3	232	498	PF03321.12
STAT5B_CCDS11423.1	STAT_alpha	142	330	PF01017.19
STAT5B_CCDS11423.1	STAT_int	2	123	PF02865.16
STAT5B_CCDS11423.1	SH2	595	669	PF00017.23
STAT5B_CCDS11423.1	STAT_bind	332	582	PF02864.14
STAT5A_CCDS11424.1	STAT_alpha	142	330	PF01017.19
STAT5A_CCDS11424.1	STAT_int	3	123	PF02865.16
STAT5A_CCDS11424.1	SH2	595	669	PF00017.23
STAT5A_CCDS11424.1	STAT_bind	332	582	PF02864.14
PTRF_CCDS11425.1	PTRF_SDPR	48	256	PF15237.5
PTRF_CCDS11425.1	PTRF_SDPR	259	320	PF15237.5
ATP6V0A1_CCDS11426.1	V_ATPase_I	27	821	PF01496.18
NAGLU_CCDS11427.1	NAGLU	130	465	PF05089.11
NAGLU_CCDS11427.1	NAGLU_C	474	732	PF12972.6
NAGLU_CCDS11427.1	NAGLU_N	30	116	PF12971.6
HSD17B1_CCDS11428.1	adh_short	5	196	PF00106.24
COASY_CCDS11429.1	CoaE	359	533	PF01121.19
COASY_CCDS11429.1	CTP_transf_like	196	339	PF01467.25
MLX_CCDS11430.1	HLH	130	187	PF00010.25
PSMC3IP_CCDS11431.1	TBPIP	12	168	PF07106.12
TUBG1_CCDS11433.1	Tubulin_C	264	391	PF03953.16
TUBG1_CCDS11433.1	Tubulin	4	214	PF00091.24
PLEKHH3_CCDS11434.1	MyTH4	286	397	PF00784.16
PLEKHH3_CCDS11434.1	FERM_M	512	664	PF00373.17
PLEKHH3_CCDS11434.1	RA	413	460	PF00788.22
CCR10_CCDS11435.1	7tm_1	58	310	PF00001.20
CNTNAP1_CCDS11436.1	Laminin_G_2	203	331	PF02210.23
CNTNAP1_CCDS11436.1	Laminin_G_2	389	515	PF02210.23
CNTNAP1_CCDS11436.1	Laminin_G_2	813	938	PF02210.23
CNTNAP1_CCDS11436.1	Laminin_G_2	1088	1217	PF02210.23
CNTNAP1_CCDS11436.1	F5_F8_type_C	40	163	PF00754.24
RAMP2_CCDS11437.1	RAMP	66	172	PF04901.12
VPS25_CCDS11438.1	ESCRT-II	10	145	PF05871.11
WNK4_CCDS11439.1	Pkinase	179	432	PF00069.24
WNK4_CCDS11439.1	OSR1_C	453	515	PF12202.7
CNTD1_CCDS11440.1	Cyclin_N	112	178	PF00134.22
BECN1_CCDS11441.1	BH3	105	129	PF15285.5
BECN1_CCDS11441.1	APG6	135	446	PF04111.11
PSME3_CCDS11442.1	PA28_beta	109	264	PF02252.17
PSME3_CCDS11442.1	PA28_alpha	9	69	PF02251.17
AOC2_CCDS11443.1	Cu_amine_oxid	310	715	PF01179.19
AOC2_CCDS11443.1	Cu_amine_oxidN3	165	262	PF02728.15
AOC2_CCDS11443.1	Cu_amine_oxidN2	62	148	PF02727.15
AOC3_CCDS11444.1	Cu_amine_oxid	317	718	PF01179.19
AOC3_CCDS11444.1	Cu_amine_oxidN3	169	269	PF02728.15
AOC3_CCDS11444.1	Cu_amine_oxidN2	66	152	PF02727.15
G6PC_CCDS11446.1	PAP2	60	192	PF01569.20
PTGES3L-AARSD1_CCDS11447.1	tRNA-synt_2c	103	214	PF01411.18
PTGES3L-AARSD1_CCDS11447.1	tRNA_SAD	309	347	PF07973.13
RUNDC1_CCDS11448.1	RUN	430	601	PF02759.18
RPL27_CCDS11449.1	KOW	7	35	PF00467.28
RPL27_CCDS11449.1	Ribosomal_L27e	52	136	PF01777.17
IFI35_CCDS11450.1	IFP_35_N	9	80	PF07334.12
IFI35_CCDS11450.1	NID	81	172	PF07292.12
IFI35_CCDS11450.1	NID	183	268	PF07292.12
VAT1_CCDS11451.1	ADH_N	77	136	PF08240.11
VAT1_CCDS11451.1	ADH_zinc_N	200	330	PF00107.25
RND2_CCDS11452.1	Ras	9	177	PF00071.21
BRCA1_CCDS11453.1	BRCT	1661	1723	PF00533.25
BRCA1_CCDS11453.1	BRCT	1757	1841	PF00533.25
BRCA1_CCDS11453.1	BRCT_assoc	345	507	PF12820.6
BRCA1_CCDS11453.1	zf-C3HC4	24	64	PF00097.24
BRCA1_CCDS11454.2	BRCT	557	619	PF00533.25
BRCA1_CCDS11454.2	BRCT	653	737	PF00533.25
BRCA1_CCDS11454.2	zf-C3HC4	24	64	PF00097.24
BRCA1_CCDS11455.2	BRCT	557	619	PF00533.25
BRCA1_CCDS11455.2	zf-C3HC4	24	64	PF00097.24
BRCA1_CCDS11456.2	BRCT	1682	1744	PF00533.25
BRCA1_CCDS11456.2	BRCT	1778	1862	PF00533.25
BRCA1_CCDS11456.2	BRCT_assoc	345	507	PF12820.6
BRCA1_CCDS11456.2	zf-C3HC4	24	64	PF00097.24
BRCA1_CCDS11459.2	BRCT	1614	1676	PF00533.25
BRCA1_CCDS11459.2	BRCT	1710	1794	PF00533.25
BRCA1_CCDS11459.2	BRCT_assoc	298	460	PF12820.6
TMEM106A_CCDS11462.1	DUF1356	27	251	PF07092.11
ARL4D_CCDS11463.1	Arf	19	187	PF00025.20
DHX8_CCDS11464.1	OB_NTP_bind	1103	1179	PF07717.15
DHX8_CCDS11464.1	S1	261	334	PF00575.22
DHX8_CCDS11464.1	HA2	957	1045	PF04408.22
DHX8_CCDS11464.1	Helicase_C	767	895	PF00271.30
ETV4_CCDS11465.1	ETS_PEA3_N	8	339	PF04621.12
ETV4_CCDS11465.1	Ets	342	421	PF00178.21
MEOX1_CCDS11466.1	Homeobox	172	228	PF00046.28
SOST_CCDS11468.1	Sclerostin	3	210	PF05463.10
DUSP3_CCDS11469.1	DSPc	37	175	PF00782.19
CD300LG_CCDS11470.1	V-set	21	112	PF07686.16
MPP2_CCDS11471.1	PDZ	147	215	PF00595.23
MPP2_CCDS11471.1	SH3_2	229	290	PF07653.16
MPP2_CCDS11471.1	Guanylate_kin	350	538	PF00625.20
MPP2_CCDS11471.1	L27	12	63	PF02828.15
MPP2_CCDS11471.1	L27	69	120	PF02828.15
PPY_CCDS11472.1	Hormone_3	31	65	PF00159.17
NAGS_CCDS11473.1	NAT	357	519	PF04768.12
TMEM101_CCDS11474.1	TMEM101	9	256	PF15111.5
LSM12_CCDS11475.1	AD	81	165	PF09793.8
G6PC3_CCDS11476.1	PAP2	57	188	PF01569.20
C17orf53_CCDS11477.1	DUF4539	493	576	PF15072.5
ASB16_CCDS11478.1	SOCS_box	408	445	PF07525.15
ASB16_CCDS11478.1	Ank_2	147	239	PF12796.6
ASB16_CCDS11478.1	Ank_2	242	311	PF12796.6
TMUB2_CCDS11479.1	ubiquitin	169	224	PF00240.22
UBTF_CCDS11480.1	HMG_box_5	479	563	PF14887.5
UBTF_CCDS11480.1	HMG_box	112	179	PF00505.18
UBTF_CCDS11480.1	HMG_box	197	263	PF00505.18
UBTF_CCDS11480.1	HMG_box	407	469	PF00505.18
UBTF_CCDS11480.1	HMG_box_2	299	358	PF09011.9
SLC4A1_CCDS11481.1	HCO3_cotransp	372	554	PF00955.20
SLC4A1_CCDS11481.1	HCO3_cotransp	567	839	PF00955.20
SLC4A1_CCDS11481.1	Band_3_cyto	88	328	PF07565.12
SLC25A39_CCDS11482.1	Mito_carr	9	145	PF00153.26
SLC25A39_CCDS11482.1	Mito_carr	154	237	PF00153.26
SLC25A39_CCDS11482.1	Mito_carr	245	342	PF00153.26
GRN_CCDS11483.1	Granulin	72	112	PF00396.17
GRN_CCDS11483.1	Granulin	138	179	PF00396.17
GRN_CCDS11483.1	Granulin	220	261	PF00396.17
GRN_CCDS11483.1	Granulin	295	335	PF00396.17
GRN_CCDS11483.1	Granulin	377	416	PF00396.17
GRN_CCDS11483.1	Granulin	455	495	PF00396.17
GRN_CCDS11483.1	Granulin	532	573	PF00396.17
FZD2_CCDS11484.1	Frizzled	235	554	PF01534.16
FZD2_CCDS11484.1	Fz	39	144	PF01392.21
DBF4B_CCDS11485.1	zf-DBF	296	340	PF07535.11
ADAM11_CCDS11486.1	ADAM_CR	531	640	PF08516.11
ADAM11_CCDS11486.1	Reprolysin	239	438	PF01421.18
ADAM11_CCDS11486.1	EGF_2	677	709	PF07974.12
ADAM11_CCDS11486.1	Pep_M12B_propep	62	189	PF01562.18
ADAM11_CCDS11486.1	Disintegrin	453	525	PF00200.22
GJC1_CCDS11487.1	Connexin	2	254	PF00029.18
HIGD1B_CCDS11488.1	HIG_1_N	27	79	PF04588.12
EFTUD2_CCDS11489.1	EFG_C	826	914	PF00679.23
EFTUD2_CCDS11489.1	EFG_II	586	648	PF14492.5
EFTUD2_CCDS11489.1	GTP_EFTU_D2	491	566	PF03144.24
EFTUD2_CCDS11489.1	EFTUD2	3	110	PF16004.4
EFTUD2_CCDS11489.1	GTP_EFTU	129	374	PF00009.26
EFTUD2_CCDS11489.1	EFG_IV	707	823	PF03764.17
CCDC103_CCDS11490.1	Dynein_attach_N	7	74	PF15867.4
CCDC103_CCDS11490.1	RPAP3_C	98	188	PF13877.5
GFAP_CCDS11491.1	Filament_head	7	66	PF04732.13
GFAP_CCDS11491.1	Filament	69	376	PF00038.20
C1QL1_CCDS11492.1	C1q	131	255	PF00386.20
C1QL1_CCDS11492.1	Collagen	67	115	PF01391.17
DCAKD_CCDS11493.1	CoaE	3	181	PF01121.19
NMT1_CCDS11494.1	NMT_C	308	486	PF02799.14
NMT1_CCDS11494.1	NMT	141	294	PF01233.18
HEXIM1_CCDS11495.1	HEXIM	164	301	PF15313.5
HEXIM2_CCDS11496.1	HEXIM	102	226	PF15313.5
FMNL1_CCDS11497.1	FH2	633	998	PF02181.22
FMNL1_CCDS11497.1	Drf_GBD	30	155	PF06371.12
FMNL1_CCDS11497.1	Drf_GBD	223	281	PF06371.12
FMNL1_CCDS11497.1	Drf_FH3	284	435	PF06367.15
ARHGAP27_CCDS11498.1	PH	158	270	PF00169.28
ARHGAP27_CCDS11498.1	RhoGAP	370	519	PF00620.26
MAPT_CCDS11499.1	Tubulin-binding	252	274	PF00418.18
MAPT_CCDS11499.1	Tubulin-binding	275	304	PF00418.18
MAPT_CCDS11499.1	Tubulin-binding	306	336	PF00418.18
MAPT_CCDS11499.1	Tubulin-binding	337	368	PF00418.18
MAPT_CCDS11500.1	Tubulin-binding	194	216	PF00418.18
MAPT_CCDS11500.1	Tubulin-binding	217	246	PF00418.18
MAPT_CCDS11500.1	Tubulin-binding	248	278	PF00418.18
MAPT_CCDS11500.1	Tubulin-binding	279	310	PF00418.18
MAPT_CCDS11501.1	Tubulin-binding	569	591	PF00418.18
MAPT_CCDS11501.1	Tubulin-binding	592	621	PF00418.18
MAPT_CCDS11501.1	Tubulin-binding	623	653	PF00418.18
MAPT_CCDS11501.1	Tubulin-binding	654	685	PF00418.18
MAPT_CCDS11502.1	Tubulin-binding	194	216	PF00418.18
MAPT_CCDS11502.1	Tubulin-binding	217	247	PF00418.18
MAPT_CCDS11502.1	Tubulin-binding	248	279	PF00418.18
KANSL1_CCDS11503.1	PEHE	885	1032	PF15275.5
LRRC37A_CCDS11504.2	LRRC37AB_C	1468	1612	PF14914.5
LRRC37A_CCDS11504.2	LRR_8	892	948	PF13855.5
LRRC37A_CCDS11504.2	LRRC37	251	319	PF15779.4
LRRC37A_CCDS11504.2	LRRC37	352	432	PF15779.4
LRRC37A_CCDS11504.2	LRRC37	490	565	PF15779.4
LRRC37A_CCDS11504.2	LRRC37	560	629	PF15779.4
LRRC37A_CCDS11504.2	LRRC37	630	684	PF15779.4
LRRC37A_CCDS11504.2	LRRC37	689	739	PF15779.4
LRRC37A_CCDS11504.2	LRRC37	739	767	PF15779.4
WNT3_CCDS11505.1	wnt	48	355	PF00110.18
WNT9B_CCDS11506.1	wnt	59	356	PF00110.18
GOSR2_CCDS11507.1	V-SNARE_C	124	185	PF12352.7
CDC27_CCDS11509.1	TPR_1	567	600	PF00515.27
CDC27_CCDS11509.1	TPR_1	636	667	PF00515.27
CDC27_CCDS11509.1	TPR_8	602	633	PF13181.5
CDC27_CCDS11509.1	TPR_8	672	702	PF13181.5
CDC27_CCDS11509.1	ANAPC3	17	93	PF12895.6
ITGB3_CCDS11511.1	Integrin_b_cyt	742	786	PF08725.10
ITGB3_CCDS11511.1	PSI_integrin	29	75	PF17205.2
ITGB3_CCDS11511.1	Integrin_beta	134	381	PF00362.17
ITGB3_CCDS11511.1	EGF_2	593	624	PF07974.12
ITGB3_CCDS11511.1	Integrin_B_tail	634	718	PF07965.11
KPNB1_CCDS11513.1	IBN_N	21	101	PF03810.18
KPNB1_CCDS11513.1	HEAT_EZ	380	435	PF13513.5
TBX21_CCDS11514.1	T-box	139	326	PF00907.21
OSBPL7_CCDS11515.1	PH_8	52	138	PF15409.5
OSBPL7_CCDS11515.1	Oxysterol_BP	478	825	PF01237.17
MRPL10_CCDS11516.1	Ribosomal_L10	84	162	PF00466.19
MRPL10_CCDS11517.1	Ribosomal_L10	94	172	PF00466.19
LRRC46_CCDS11518.1	LRR_9	54	169	PF14580.5
SCRN2_CCDS11519.1	Peptidase_C69	95	232	PF03577.14
SP6_CCDS11520.1	zf-C2H2	254	278	PF00096.25
SP6_CCDS11520.1	zf-C2H2	284	308	PF00096.25
SP6_CCDS11520.1	zf-C2H2	314	336	PF00096.25
SP2_CCDS11521.2	zf-C2H2	525	549	PF00096.25
SP2_CCDS11521.2	zf-C2H2	555	579	PF00096.25
SP2_CCDS11521.2	zf-C2H2	585	607	PF00096.25
PNPO_CCDS11522.1	PNP_phzG_C	206	261	PF10590.8
PNPO_CCDS11522.1	Putative_PNPOx	73	153	PF01243.19
PRR15L_CCDS11523.1	ATAD4	7	88	PF15321.5
NFE2L1_CCDS11524.1	bZIP_Maf	626	717	PF03131.16
CBX1_CCDS11525.1	Chromo_shadow	118	170	PF01393.18
CBX1_CCDS11525.1	Chromo	21	69	PF00385.23
HOXB2_CCDS11527.1	Homeobox	144	200	PF00046.28
HOXB3_CCDS11528.1	Homeobox	189	245	PF00046.28
HOXB3_CCDS11528.1	DUF4074	366	429	PF13293.5
HOXB4_CCDS11529.1	Homeobox	163	219	PF00046.28
HOXB5_CCDS11530.1	Homeobox	195	251	PF00046.28
HOXB6_CCDS11531.1	Homeobox	147	203	PF00046.28
HOXB7_CCDS11532.1	Homeobox	138	194	PF00046.28
HOXB8_CCDS11533.1	Homeobox	147	203	PF00046.28
HOXB9_CCDS11534.1	Hox9_act	1	172	PF04617.12
HOXB9_CCDS11534.1	Homeobox	186	242	PF00046.28
HOXB13_CCDS11536.1	Homeobox	217	273	PF00046.28
HOXB13_CCDS11536.1	HoxA13_N	13	123	PF12284.7
TTLL6_CCDS11537.2	TTL	27	129	PF03133.14
CALCOCO2_CCDS11538.1	CALCOCO1	22	127	PF07888.10
ATP5G1_CCDS11539.1	ATP-synt_C	70	132	PF00137.20
UBE2Z_CCDS11540.2	UQ_con	103	231	PF00179.25
SNF8_CCDS11541.1	EAP30	6	225	PF04157.15
GIP_CCDS11542.1	Hormone_2	52	79	PF00123.19
IGF2BP1_CCDS11543.1	KH_1	198	262	PF00013.28
IGF2BP1_CCDS11543.1	KH_1	280	344	PF00013.28
IGF2BP1_CCDS11543.1	KH_1	409	470	PF00013.28
IGF2BP1_CCDS11543.1	KH_1	490	554	PF00013.28
IGF2BP1_CCDS11543.1	RRM_1	4	68	PF00076.21
IGF2BP1_CCDS11543.1	RRM_1	85	150	PF00076.21
B4GALNT2_CCDS11544.1	Glycos_transf_2	325	432	PF00535.25
GNGT2_CCDS11545.1	G-gamma	7	68	PF00631.21
ABI3_CCDS11546.1	SH3_9	316	363	PF14604.5
ABI3_CCDS11546.1	Abi_HHR	94	165	PF07815.13
PHOSPHO1_CCDS11547.1	Put_Phosphatase	28	263	PF06888.11
